City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,happy valley-goose bay,53.3168,-60.3315,12.51,73,100,17.27,CA,1702618004
365,gadzhiyevo,69.2551,33.3362,7.11,98,75,12.41,RU,1702618005
366,pacocha,-17.5833,-71.3333,68.05,90,96,3.69,PE,1702618005
367,aur,8.1499,171.1687,81.91,83,83,19.86,MH,1702618005
368,uglich,57.5275,38.3317,18.73,94,100,10.51,RU,1702618005
369,nogliki,51.8333,143.1667,-3.66,76,5,13.0,RU,1702618005
370,cabedelo,-6.9811,-34.8339,75.87,82,65,10.78,BR,1702617810
371,piton saint-leu,-21.2196,55.3151,82.47,65,0,4.61,RE,1702618006
372,necochea,-38.5473,-58.7368,58.84,90,99,15.97,AR,1702618006
373,tynda,55.1667,124.7167,-16.19,85,22,4.85,RU,1702618007
374,raichur,16.2,77.3667,76.42,50,28,7.43,IN,1702618007
375,nemuro,43.3236,145.575,28.96,60,100,9.8,JP,1702618007
376,karema,-6.8205,30.4389,72.0,87,95,5.48,TZ,1702618007
377,tabou,4.423,-7.3528,79.66,80,0,7.74,CI,1702618007
378,kimbe,-5.5502,150.1429,86.11,74,88,4.52,PG,1702618008
379,ad dabbah,18.05,30.95,61.72,44,45,7.63,SD,1702618008
380,tsiombe,-25.3,45.4833,88.79,51,2,5.95,MG,1702618008
381,kas,36.2018,29.6377,60.26,84,100,8.19,TR,1702618008
382,isla mujeres,21.2311,-86.731,78.85,81,27,19.93,MX,1702618008
383,fale old settlement,-9.3852,-171.2468,82.08,78,100,12.37,TK,1702618008
384,cascais,38.6979,-9.4215,52.5,74,10,18.01,PT,1702618009
385,saacow,1.6279,42.4407,81.82,72,46,12.86,SO,1702617924
386,puerto armuelles,8.2833,-82.8667,81.09,72,38,1.01,PA,1702618009
387,santa cruz,-17.8,-63.1667,78.26,89,40,4.61,BO,1702618009
388,panjab,34.388,67.0233,30.49,44,71,5.97,AF,1702618010
389,orsa,54.5153,30.4053,19.47,95,96,10.69,BY,1702618010
390,praia da vitoria,38.7333,-27.0667,64.76,82,75,19.44,PT,1702618010
391,cockburn town,21.4612,-71.1419,76.93,77,28,27.58,TC,1702618010
392,coahuayana de hidalgo,18.7,-103.6583,77.05,69,100,3.71,MX,1702618011
393,kuching,1.55,110.3333,91.62,70,40,3.44,MY,1702617835
394,nyurba,63.2842,118.3319,-16.71,96,100,7.23,RU,1702618011
395,istra,55.9178,36.8642,16.03,95,100,8.86,RU,1702618011
396,vernon,50.2581,-119.2691,34.75,91,48,3.44,CA,1702618012
397,mersa matruh,31.3525,27.2453,60.24,70,17,11.25,EG,1702618012
398,nouadhibou,20.931,-17.0347,69.78,40,58,14.97,MR,1702618012
399,ovalle,-30.5983,-71.2003,66.74,51,0,1.74,CL,1702618012
400,saldanha,-33.0117,17.9442,60.85,75,0,14.45,ZA,1702618013
401,gaziantep,37.0594,37.3825,37.33,93,20,1.14,TR,1702617713
402,fort st. john,56.2499,-120.8529,28.29,64,75,10.36,CA,1702617892
403,camayenne,9.535,-13.6878,78.89,94,4,4.61,GN,1702618013
404,el porvenir,13.7617,-87.3458,72.73,81,10,6.55,HN,1702618013
405,coquimbo,-29.9533,-71.3436,58.73,88,0,4.61,CL,1702618013
406,roswell,34.0232,-84.3616,43.97,61,0,4.61,US,1702617876
407,suomussalmi,64.8869,28.9078,7.61,98,95,3.04,FI,1702618014
408,limassol,34.675,33.0333,55.47,82,40,3.44,CY,1702618014
409,ilek,51.5271,53.3831,15.04,48,62,13.04,RU,1702618014
410,thulamahashi,-24.7246,31.1994,76.12,65,84,5.68,ZA,1702618014
411,palikir - national government center,6.9248,158.1611,83.14,79,100,6.91,FM,1702618014
412,kapa'a,22.0752,-159.319,71.92,68,100,25.32,US,1702617762
413,barrouallie,13.2333,-61.2667,77.11,81,91,10.02,VC,1702618015
414,puerto san jose,13.9256,-90.8244,78.3,80,6,5.77,GT,1702618015
415,mili,6.0815,171.735,81.81,81,100,19.64,MH,1702618015
416,port blair,11.6667,92.75,87.84,70,40,11.5,IN,1702618015
417,vila velha,-20.3297,-40.2925,75.15,88,75,2.3,BR,1702618015
418,guane,22.2025,-84.0875,73.2,77,77,14.5,CU,1702618015
419,sidney,-33.8679,151.2073,83.89,65,20,19.57,AU,1702617865
420,hobyo,5.3505,48.5268,80.87,74,33,18.34,SO,1702618016
421,port-vila,-17.7338,168.3219,82.0,57,40,13.8,VU,1702618016
422,ad-damazin,11.7891,34.3592,73.0,36,14,5.03,SD,1702618016
423,nieuw amsterdam,5.8833,-55.0833,79.02,89,41,8.46,SR,1702618016
424,alice springs,-23.7,133.8833,98.15,14,32,17.27,AU,1702618016
425,tindouf,27.6711,-8.1474,55.63,35,0,10.45,DZ,1702618016
426,kirakira,-10.4544,161.9205,81.54,79,73,7.63,SB,1702618017
427,ji'an,27.1172,114.9793,54.57,83,100,14.07,CN,1702618017
428,khilok,51.3674,110.4676,-8.55,79,93,7.92,RU,1702618017
429,an nuhud,12.7,28.4333,57.85,30,9,11.3,SD,1702618017
430,broome,42.2506,-75.833,34.68,76,0,9.22,US,1702618017
431,el granada,37.5027,-122.4694,55.35,75,20,5.75,US,1702618017
432,lubao,14.9167,120.55,91.11,53,35,13.4,PH,1702618017
433,shimoda,34.6667,138.95,64.76,92,100,21.56,JP,1702618018
434,dolores,-36.3132,-57.6792,67.86,98,81,7.7,AR,1702618018
435,mount gambier,-37.8333,140.7667,64.83,44,44,12.77,AU,1702618018
436,ballina,-28.8667,153.5667,73.04,89,67,7.83,AU,1702618018
437,ghormach,35.7306,63.7826,38.73,55,100,9.19,AF,1702618018
438,plettenberg bay,-34.0527,23.3716,62.73,75,43,2.15,ZA,1702618018
439,qa'en,33.7265,59.1844,42.71,76,90,3.65,IR,1702618018
440,columbus,39.9612,-82.9988,36.57,64,0,3.44,US,1702617901
441,miri,4.4148,114.0089,89.74,70,40,5.75,MY,1702618018
442,zeya,53.75,127.2667,-3.51,64,2,8.16,RU,1702618019
443,xilin hot,43.9667,116.0333,-5.3,89,100,10.49,CN,1702618019
444,watertown,42.3709,-71.1828,34.05,61,0,12.66,US,1702618019
445,doberlug-kirchhain,51.6167,13.5667,40.24,89,100,6.46,DE,1702618019
446,ulladulla,-35.35,150.4667,90.77,63,17,15.32,AU,1702618019
447,santa ana,33.7456,-117.8678,67.91,35,0,4.61,US,1702617937
448,noosa heads,-26.3833,153.15,82.11,70,81,17.6,AU,1702618019
449,kamyaran,34.7956,46.9355,39.47,71,0,2.59,IR,1702618019
450,atbasar,51.8,68.3333,0.07,75,34,8.55,KZ,1702618019
451,'ali sabieh,11.1558,42.7125,68.77,77,50,14.36,DJ,1702618019
452,puerto gaitan,4.3133,-72.0816,79.03,67,97,6.6,CO,1702618020
453,thunder bay,48.4001,-89.3168,46.38,61,0,11.5,CA,1702617791
454,dali,25.7,100.1833,58.6,44,21,5.08,CN,1702618020
455,cabinda,-5.55,12.2,79.23,86,96,3.2,AO,1702618020
456,embi,48.8264,58.1442,14.31,43,99,17.43,KZ,1702618020
457,kayangel,8.0823,134.7173,83.53,77,100,19.91,PW,1702617861
458,pemalang,-6.9,109.3667,90.32,47,27,4.07,ID,1702618021
459,san francisco ixhuatan,16.3569,-94.4825,74.77,77,98,14.9,MX,1702618021
460,south venice,27.0531,-82.4243,68.04,78,100,11.99,US,1702618021
461,panaba,21.2833,-88.2667,70.5,90,35,6.55,MX,1702618021
462,mandalgovi,45.7625,106.2708,-8.46,79,100,17.09,MN,1702618022
463,pandan,14.0453,124.1694,81.41,84,100,13.65,PH,1702618022
464,revda,56.801,59.9303,5.07,84,100,2.42,RU,1702618023
465,tazacorte,28.629,-17.9293,65.37,79,100,9.22,ES,1702618023
466,itaberaba,-12.5275,-40.3069,68.07,98,11,2.13,BR,1702618023
467,mata-utu,-13.2816,-176.1745,81.34,80,100,16.8,WF,1702618023
468,minato,34.1833,135.2,70.75,78,20,18.57,JP,1702618024
469,coromandel,-18.4733,-47.2003,75.02,48,95,6.58,BR,1702618024
470,soto la marina,23.7667,-98.2167,65.64,96,100,2.3,MX,1702618024
471,saint-louis,16.3333,-15.0,68.52,19,82,10.76,SN,1702618024
472,gus'-khrustal'nyy,55.6111,40.6519,20.23,94,100,13.15,RU,1702618025
473,al qubbah,32.7616,22.2424,54.64,53,97,20.56,LY,1702618025
474,akrehamn,59.2667,5.1833,44.85,87,75,10.36,NO,1702618026
475,dawson creek,55.7666,-120.2362,19.04,73,0,2.3,CA,1702618026
476,carolina beach,34.0352,-77.8936,37.45,60,0,10.04,US,1702618026
477,boa vista,2.8197,-60.6733,84.42,53,92,3.76,BR,1702618027
478,harqalah,36.0303,10.509,53.46,93,30,14.97,TN,1702618027
479,al jawf,29.5,38.75,53.87,60,0,4.74,SA,1702618028
480,amos,48.5669,-78.1162,33.06,78,34,12.55,CA,1702617931
481,kralendijk,12.15,-68.2667,80.58,78,20,11.5,BQ,1702618028
482,formosa do rio preto,-11.0483,-45.1931,69.33,46,0,3.51,BR,1702618028
483,piti village,13.4626,144.6933,88.68,75,40,18.41,GU,1702618028
484,vikhorevka,56.1201,101.1636,-15.21,87,100,8.12,RU,1702618029
485,mulanje,-16.0316,35.5,80.47,66,66,2.59,MW,1702618029
486,adelia maria,-33.6315,-64.021,65.64,89,59,3.0,AR,1702618029
487,sinop,41.7711,34.8709,48.96,62,100,11.9,TR,1702618029
488,porsgrunn,59.1405,9.6561,31.15,93,99,3.6,NO,1702618029
489,labrador city,52.9463,-66.9114,15.71,79,100,14.97,CA,1702617695
490,kolonia,50.9333,6.95,44.85,89,100,4.61,DE,1702617950
491,patong,7.8961,98.2966,87.94,71,59,10.87,TH,1702618030
492,tame,6.461,-71.73,76.03,66,90,4.5,CO,1702618030
493,nishinoomote,30.7333,131.0,75.76,68,20,10.36,JP,1702618031
494,escanaba,45.7453,-87.0646,39.51,75,0,5.75,US,1702618031
495,flin flon,54.7682,-101.865,27.61,77,91,9.17,CA,1702617890
496,galesong,-5.3166,119.3661,89.62,67,65,9.84,ID,1702618031
497,springbok,-29.6643,17.8865,57.78,55,0,13.8,ZA,1702618032
498,cidreira,-30.1811,-50.2056,72.91,94,100,7.67,BR,1702618032
499,korsakov,46.6328,142.7813,17.44,59,100,6.4,RU,1702618033
500,quesnel,52.9999,-122.5029,30.7,100,100,2.3,CA,1702617911
501,axim,4.8699,-2.2405,77.16,79,3,4.47,GH,1702618033
502,holualoa,19.6228,-155.9522,71.78,78,0,26.46,US,1702618034
503,narvik,68.4384,17.4272,17.01,63,76,9.82,NO,1702618034
504,raja,8.4596,25.678,62.64,25,24,3.78,SS,1702617924
505,kavieng,-2.5744,150.7967,83.66,77,84,6.29,PG,1702618034
506,tianpeng,30.9866,103.9393,45.21,34,96,5.91,CN,1702618035
507,orcopampa,-15.2661,-72.3417,49.32,71,86,2.62,PE,1702618035
508,sungai besar,3.6746,100.9867,80.13,89,100,7.25,MY,1702618035
509,mutuali,-14.8706,37.0044,81.0,61,54,4.38,MZ,1702618035
510,antofagasta,-23.65,-70.4,65.48,79,49,2.04,CL,1702618036
511,qaisumah,28.3112,46.1273,49.96,53,0,5.75,SA,1702618036
512,pacific grove,36.6177,-121.9166,50.54,81,0,3.44,US,1702618036
513,vila franca do campo,37.7167,-25.4333,64.89,99,67,17.29,PT,1702618009
514,portland,45.5234,-122.6762,49.08,82,20,8.01,US,1702617306
515,oran,35.6911,-0.6417,38.91,93,20,3.44,DZ,1702618036
516,usogorsk,63.4106,48.6872,3.09,98,100,5.14,RU,1702618037
517,el triunfo,-1.9333,-79.9667,77.04,73,93,7.58,EC,1702618037
518,mhamid,29.82,-5.72,52.97,23,0,7.99,MA,1702618037
519,namsos,64.4662,11.4957,28.45,86,100,16.11,NO,1702618037
520,antsiranana,-12.2787,49.2917,84.76,62,66,14.83,MG,1702618027
521,pangody,65.85,74.4859,-16.1,100,96,6.35,RU,1702618038
522,kuloy,61.0305,42.4925,14.09,94,100,7.11,RU,1702618038
523,la sarre,48.8002,-79.1996,34.84,77,27,14.7,CA,1702618038
524,richard-toll,16.4625,-15.7008,68.81,20,87,10.67,SN,1702618038
525,illizi,26.4833,8.4667,48.0,48,0,5.95,DZ,1702618039
526,turpan,42.9333,89.1667,23.25,21,0,1.7,CN,1702618039
527,naze,28.3667,129.4833,74.32,68,17,13.47,JP,1702618039
528,novovarshavka,54.1721,74.6946,-12.24,84,28,5.37,RU,1702618039
529,atasu,48.6814,71.6433,12.97,56,6,13.2,KZ,1702618039
530,bich'vinta,43.1592,40.3378,46.58,53,100,9.01,GE,1702618039
531,bathsheba,13.2167,-59.5167,79.41,83,20,13.8,BB,1702618040
532,sungai penuh,-2.0833,101.3833,80.82,58,47,4.94,ID,1702618040
533,gao,16.6362,1.637,59.99,24,1,10.96,ML,1702618040
534,sitka,57.0531,-135.33,33.69,86,100,0.0,US,1702618040
535,yambio,4.5721,28.3955,67.05,42,29,2.8,SS,1702618040
536,lhokseumawe,5.1801,97.1507,76.41,95,100,1.52,ID,1702618041
537,oyama,36.3,139.8,56.59,63,96,2.48,JP,1702617843
538,acapulco de juarez,16.8634,-99.8901,78.62,78,75,0.0,MX,1702617908
539,hilo,19.7297,-155.09,72.09,81,100,13.8,US,1702617986
540,qamdo,31.1667,97.2333,35.02,18,57,17.52,CN,1702618042
541,douentza,14.9951,-2.9517,61.09,21,11,3.8,ML,1702618042
542,kosong,38.3788,128.4676,34.29,98,100,11.63,KR,1702618042
543,sungai raya,0.7,108.9,83.43,70,100,4.18,ID,1702618042
